Arrival_time1,Burst_time1,Arrival_time2,Burst_time2,Arrival_time3,Burst_time3,Arrival_time4,Burst_time4,Arrival_time5,Burst_time5,Labels
9,4,9,3,1,20,6,12,6,10,SRTF
0,12,8,4,3,6,8,17,4,13,SRTF
7,9,5,2,2,13,1,12,6,6,SRTF
1,7,8,9,8,13,8,14,8,4,SJF
1,16,8,11,1,5,6,12,4,2,SJF
2,7,4,8,3,19,4,14,2,10,SJF
9,14,0,14,5,8,1,16,1,13,SRTF
5,4,6,12,1,20,4,18,1,1,SRTF
1,17,3,17,1,4,3,2,4,11,SJF
4,16,5,4,6,7,1,20,5,20,SRTF
2,18,1,2,4,10,5,4,5,10,SRTF
10,7,3,19,7,15,8,12,4,17,FCFS
8,8,8,8,9,12,5,10,8,3,SRTF
10,11,8,10,2,4,9,16,3,17,SRTF
7,19,1,7,4,9,6,15,10,10,SJF
3,13,3,2,10,3,2,1,4,16,SRTF
3,7,6,4,10,9,2,3,5,18,SRTF
0,19,9,2,4,17,6,18,10,12,SRTF
2,1,9,6,10,6,0,14,10,5,FCFS
3,20,9,15,10,10,7,19,2,12,SJF
6,7,4,14,1,6,2,17,0,13,SRTF
5,15,0,9,7,16,0,12,9,4,SJF
2,1,1,19,3,16,9,19,6,19,FCFS
4,19,2,6,10,16,4,19,4,15,SJF
2,14,8,14,7,7,7,8,9,17,SRTF
6,16,5,15,1,1,9,8,7,8,SRTF
9,7,3,9,10,18,0,17,2,15,SRTF
7,13,2,8,5,1,7,13,1,14,SRTF
6,2,0,13,10,2,9,3,4,19,SRTF
10,11,2,18,2,9,3,14,5,20,SJF
9,2,10,1,2,10,6,9,4,13,FCFS
1,14,0,5,4,4,4,6,9,5,SJF
5,12,7,9,3,11,6,3,6,5,SRTF
9,12,6,3,2,14,2,19,8,5,SRTF
8,15,8,19,8,6,1,5,5,7,SJF
3,20,1,10,0,6,7,11,4,7,SJF
1,9,6,14,0,12,9,19,2,8,SRTF
2,7,2,1,8,4,9,13,3,12,FCFS
9,5,8,5,3,6,2,4,1,17,SRTF
7,12,9,9,0,5,6,5,1,8,SRTF
5,11,5,12,7,6,8,16,7,9,FCFS
0,4,0,4,10,18,10,14,1,19,SRTF
5,2,7,3,9,15,5,19,2,1,SJF
2,3,1,8,6,6,1,5,10,3,SRTF
5,3,9,10,10,20,2,2,10,13,SJF
10,5,0,16,5,14,9,7,5,1,SRTF
3,1,3,6,9,8,1,3,5,18,SJF
9,6,8,7,8,13,10,8,2,10,SJF
4,12,6,4,7,11,3,10,8,2,SRTF
1,5,2,11,1,14,8,1,9,13,SRTF
10,14,0,1,6,15,4,19,9,3,SRTF
6,4,6,3,8,14,0,3,10,14,SJF
5,13,5,16,0,9,4,17,5,3,SRTF
4,9,9,12,6,10,2,10,1,2,SJF
2,16,5,19,4,12,7,11,1,4,SJF
3,16,5,12,5,3,6,15,3,8,SRTF
2,15,3,11,0,9,3,4,9,14,SRTF
5,11,5,18,0,15,0,9,1,20,SJF
0,1,4,4,1,15,6,16,8,15,SRTF
3,19,6,2,10,4,0,10,6,18,SRTF
0,11,9,15,2,7,6,2,4,6,SRTF
8,13,9,15,8,18,0,3,8,2,SJF
6,12,10,3,1,18,1,12,10,4,SJF
9,1,10,1,1,5,7,19,4,4,SJF
1,16,8,13,8,13,7,15,10,14,FCFS
6,8,10,8,8,12,5,11,10,14,FCFS
8,2,1,18,10,1,10,7,4,17,SRTF
4,16,2,17,0,9,0,2,5,3,SRTF
3,7,10,9,8,13,1,17,8,3,SRTF
10,15,3,7,3,15,7,10,9,6,SJF
10,12,10,9,5,7,10,19,2,9,SJF
7,5,10,2,8,18,2,10,3,14,SJF
8,5,9,14,7,20,0,20,8,7,SRTF
8,7,0,13,1,19,4,12,5,19,SJF
3,10,9,18,9,3,3,12,1,19,SRTF
0,8,6,6,7,18,0,18,7,2,SJF
3,8,4,12,9,8,9,10,8,12,FCFS
9,6,3,8,3,9,4,19,6,15,FCFS
6,13,3,11,9,18,5,18,4,9,SRTF
8,5,7,1,1,2,2,4,3,12,SJF
0,12,1,20,7,13,6,7,2,9,SRTF
4,20,6,10,6,17,1,15,4,20,SJF
1,17,0,4,5,5,1,12,0,7,SRTF
10,4,5,6,6,14,5,6,8,8,FCFS
2,13,2,5,6,2,3,18,9,12,SJF
0,10,8,2,7,5,7,16,9,16,SJF
3,12,4,4,3,14,2,14,5,11,SRTF
0,17,7,6,2,11,5,2,9,9,SRTF
6,16,5,9,3,10,8,7,9,11,SJF
6,9,1,16,6,18,3,3,3,14,SRTF
7,14,4,5,9,13,3,13,0,14,SRTF
3,15,10,12,2,9,1,13,6,18,SRTF
5,13,7,20,6,15,9,11,7,4,SRTF
0,7,6,13,8,2,0,16,5,18,SRTF
0,2,7,11,8,17,2,9,9,11,SJF
4,6,8,12,7,16,10,11,3,8,SRTF
4,6,8,19,2,20,1,9,4,16,SJF
6,11,1,14,6,13,10,18,0,1,SJF
2,10,6,3,0,14,9,14,8,2,SRTF
10,18,1,19,4,4,3,1,4,10,SRTF
9,11,7,17,0,8,8,13,4,20,SRTF
9,2,3,15,2,6,8,15,8,4,SRTF
6,7,9,9,3,1,0,18,9,15,SRTF
1,12,7,9,0,19,10,18,10,5,SRTF
9,11,6,14,2,19,8,14,4,6,SRTF
7,14,7,10,8,20,2,5,2,14,SJF
0,16,0,19,4,7,2,5,6,17,SRTF
8,6,2,1,2,8,3,9,7,8,SJF
4,7,7,17,3,1,0,7,9,5,SRTF
9,20,4,11,8,19,6,10,8,12,SJF
7,14,0,14,0,14,5,4,7,13,SRTF
4,20,10,20,8,8,1,5,4,2,SJF
6,6,9,20,8,15,1,3,1,1,RR
4,15,2,2,0,7,6,2,8,14,SRTF
5,12,8,9,9,2,2,6,6,10,SRTF
9,7,10,17,2,3,7,12,1,8,SRTF
3,11,7,13,8,13,9,5,1,16,SRTF
8,13,2,10,0,4,1,9,6,5,SRTF
6,12,9,13,3,8,10,8,9,15,SJF
0,19,1,19,9,16,7,5,5,4,SRTF
2,13,6,1,7,10,4,20,1,1,SRTF
0,14,8,18,4,3,10,16,0,14,SRTF
10,13,3,20,7,2,3,17,0,11,SRTF
2,10,9,2,9,2,2,19,7,11,SRTF
7,9,1,10,6,9,8,16,1,7,SJF
1,4,5,14,9,9,7,17,5,19,FCFS
4,13,8,13,8,19,9,12,8,19,FCFS
4,20,4,14,3,14,4,10,2,2,SJF
10,4,6,7,9,18,8,20,9,18,FCFS
10,15,4,11,1,4,2,7,8,1,SRTF
3,11,5,10,7,13,0,14,4,5,SRTF
2,6,0,14,0,20,0,12,3,8,SRTF
7,19,9,15,3,16,0,12,1,4,SRTF
9,8,1,2,5,19,3,19,4,11,SRTF
1,4,1,7,5,15,2,14,6,5,SRTF
9,3,10,3,7,7,6,1,9,1,SRTF
8,12,0,20,6,4,4,3,4,12,SRTF
7,7,7,17,1,14,1,5,7,1,SRTF
2,8,5,8,4,19,10,2,3,7,SJF
6,11,6,3,8,14,1,11,10,19,SRTF
2,12,5,7,4,17,1,7,4,5,SJF
2,18,9,18,4,14,3,20,0,5,SJF
8,12,1,17,4,9,5,8,6,5,SRTF
3,6,1,4,5,8,6,13,9,4,SJF
3,15,0,5,8,6,7,13,7,10,SRTF
1,19,2,8,10,2,9,7,10,8,SRTF
3,2,6,14,2,10,1,18,5,6,SRTF
8,14,8,16,7,16,2,2,5,1,SRTF
6,6,3,6,2,18,10,9,2,19,SRTF
10,13,9,2,8,8,4,3,1,20,SRTF
3,2,10,6,5,19,6,6,4,18,SRTF
5,11,0,9,7,9,2,15,7,9,SJF
8,7,0,14,5,12,10,19,5,5,SRTF
5,19,7,8,4,6,0,4,3,7,SJF
7,2,10,11,4,15,4,11,10,2,SRTF
0,4,4,11,7,12,5,2,4,6,SRTF
2,4,3,16,6,13,10,6,10,19,SRTF
0,17,8,2,2,20,8,13,0,4,SRTF
8,16,5,17,6,20,5,14,10,4,SRTF
1,18,9,4,10,18,0,17,9,19,SRTF
6,20,6,4,6,6,10,3,2,13,SRTF
10,11,2,5,3,16,0,4,6,7,SJF
3,15,4,14,1,7,6,7,6,10,SJF
3,2,3,14,6,14,10,3,10,7,SRTF
5,5,10,11,4,18,2,14,4,14,SRTF
1,2,10,8,5,6,10,6,3,15,SRTF
6,15,9,2,2,12,4,7,3,4,SRTF
0,13,3,12,7,7,4,2,7,13,SRTF
10,16,7,20,7,5,8,16,1,3,SJF
3,5,4,16,1,1,10,1,5,1,SRTF
10,17,5,14,9,4,1,6,9,7,SRTF
9,13,10,19,6,20,6,4,2,17,SRTF
3,6,5,20,4,17,5,12,9,20,SJF
1,12,8,17,3,4,2,17,3,2,SRTF
0,7,1,19,6,12,5,15,2,3,SRTF
8,13,1,11,5,11,4,11,9,12,SJF
8,14,10,1,9,18,10,8,9,10,SRTF
9,12,7,13,1,2,1,18,0,5,SRTF
7,8,2,12,6,11,2,18,7,5,SRTF
10,6,1,18,3,2,5,16,7,18,SRTF
3,16,1,17,0,10,4,19,3,11,SJF
10,4,4,6,4,5,3,9,4,18,FCFS
10,16,1,5,10,11,10,2,3,2,RR
6,10,5,3,1,17,7,4,3,15,SRTF
4,3,10,3,7,11,10,4,7,7,FCFS
0,6,4,3,5,10,2,8,0,17,SJF
3,7,0,18,8,7,3,14,1,17,SRTF
9,20,2,12,0,3,1,7,10,18,SJF
2,14,10,13,8,12,7,6,4,11,SRTF
5,5,3,19,4,12,0,16,5,10,SRTF
7,11,3,14,9,7,7,13,6,2,SRTF
3,19,8,12,7,20,4,13,4,13,SRTF
8,15,9,5,7,19,1,16,2,2,SRTF
5,6,5,14,3,12,4,20,10,13,FCFS
4,13,10,1,4,2,10,12,3,8,SRTF
10,8,4,8,7,7,0,11,8,14,SJF
6,13,2,5,7,4,1,14,4,12,SRTF
1,13,0,2,8,8,8,4,3,9,SRTF
1,2,1,3,0,2,1,14,1,12,SJF
10,2,5,9,2,19,2,9,5,11,SJF
10,18,2,20,6,3,4,13,2,14,SRTF
1,17,4,13,4,1,6,19,4,9,SRTF
10,13,2,3,4,11,8,5,2,18,SRTF
1,1,5,19,4,11,6,19,9,5,SRTF
0,20,6,13,2,7,9,2,9,17,SRTF
2,10,9,10,3,1,0,4,1,16,SJF
2,11,8,20,7,4,1,2,9,9,SRTF
5,13,3,2,0,7,8,18,9,17,SRTF
0,5,5,10,1,12,2,16,10,16,SJF
0,7,0,16,10,17,8,8,1,18,SRTF
3,4,2,11,8,2,7,14,1,17,SRTF
0,11,10,7,10,2,1,7,3,4,SRTF
10,17,7,7,3,16,3,5,3,14,SJF
5,10,1,15,3,2,2,9,6,19,SRTF
8,5,3,2,6,5,9,3,2,3,SJF
9,5,4,12,4,11,9,4,6,1,SRTF
1,15,9,6,1,4,2,19,5,2,SRTF
5,6,7,14,5,20,8,6,4,3,SJF
7,6,8,9,10,4,8,19,6,9,FCFS
0,20,6,9,9,2,7,2,3,2,SRTF
10,1,5,11,9,20,1,9,5,15,SJF
9,14,7,20,2,20,6,10,7,13,SRTF
7,8,9,9,8,4,6,2,7,17,SJF
3,16,0,17,1,7,6,4,4,16,SRTF
9,11,3,7,9,10,0,13,4,10,SRTF
7,6,2,4,9,3,9,4,6,8,FCFS
1,6,1,12,2,5,3,20,5,6,SJF
4,4,7,3,1,19,6,13,3,1,SRTF
10,15,2,9,4,17,1,10,4,14,SJF
3,11,3,16,3,9,6,10,9,3,SJF
4,12,1,14,9,14,10,8,9,3,SRTF
10,3,2,6,5,6,8,11,2,12,FCFS
5,17,9,12,3,1,0,16,3,3,SRTF
3,10,7,3,6,2,9,19,7,9,SRTF
4,4,5,1,2,6,8,13,9,9,FCFS
4,12,1,15,4,15,8,9,4,19,SJF
0,9,4,8,8,1,1,20,7,13,SJF
4,9,5,5,6,18,5,17,8,4,SRTF
9,18,4,7,3,5,4,19,5,18,SJF
7,15,2,5,10,6,8,11,3,5,SJF
4,14,2,3,6,2,7,9,2,5,SRTF
8,10,8,12,6,6,3,19,1,13,SRTF
4,12,5,5,0,8,6,14,5,12,SJF
0,16,6,1,7,3,2,10,4,8,SRTF
10,20,5,17,6,13,6,1,4,3,SJF
0,10,5,4,0,12,7,5,4,10,SRTF
9,4,9,5,10,10,10,18,5,20,FCFS
6,6,1,1,9,11,9,10,4,18,FCFS
0,19,10,19,2,17,4,10,6,20,SRTF
7,11,0,7,7,5,10,6,8,19,SJF
5,14,10,20,0,19,8,6,3,12,SRTF
1,4,5,14,0,19,8,8,2,16,SRTF
8,17,9,15,2,2,1,10,9,13,SRTF
4,15,4,9,2,10,1,3,0,10,SRTF
2,18,3,7,5,3,9,16,10,10,SRTF
5,16,7,5,6,9,2,11,8,4,SRTF
8,14,3,19,2,16,3,19,2,12,SJF
2,11,5,18,4,11,7,1,4,16,SRTF
2,16,0,15,5,5,6,13,7,17,SRTF
8,11,5,4,4,19,7,5,10,5,SRTF
0,10,0,9,10,1,8,9,0,20,SRTF
7,9,0,16,5,16,4,20,7,9,SJF
5,13,3,11,7,4,1,6,10,20,SJF
0,11,1,18,8,15,1,9,10,4,SRTF
10,10,7,5,6,9,4,2,6,6,SJF
7,19,10,18,9,9,4,2,5,20,SRTF
4,15,9,15,7,1,3,7,6,12,SRTF
2,2,8,3,10,18,10,15,4,7,SJF
8,17,5,4,0,17,5,1,3,7,SRTF
3,10,1,9,2,8,5,4,2,18,SRTF
8,2,8,16,1,5,9,18,3,1,RR
10,1,8,7,9,6,7,16,5,20,FCFS
8,20,2,12,8,10,9,10,10,18,SJF
7,16,3,1,2,16,1,6,6,6,SRTF
5,11,10,13,9,1,3,14,8,10,SRTF
8,3,9,8,5,20,10,4,8,2,SRTF
1,3,0,11,1,18,0,10,8,10,SRTF
2,5,10,7,5,8,10,16,0,5,SJF
8,13,4,20,10,20,1,15,0,20,SRTF
3,19,6,2,3,5,3,10,2,14,SRTF
10,13,0,6,3,17,5,19,6,12,SJF
2,16,8,10,7,3,8,17,8,3,SRTF
10,8,3,5,10,20,3,3,1,9,SRTF
6,12,3,8,4,17,5,5,2,7,SJF
0,8,1,11,1,17,3,16,9,10,SJF
3,3,7,4,2,11,5,3,7,6,SRTF
5,18,5,13,5,10,5,19,1,10,SJF
3,10,4,9,4,6,2,18,6,1,SRTF
0,16,9,3,0,7,6,13,4,16,SRTF
10,17,5,13,1,5,7,15,4,13,SJF
10,19,3,6,5,4,0,4,0,18,SRTF
8,20,8,16,9,13,9,4,10,14,SRTF
1,20,7,14,1,20,0,5,6,5,SRTF
3,17,5,18,5,2,6,3,3,6,SRTF
2,2,3,17,4,15,8,7,0,9,SRTF
6,10,7,11,1,17,8,20,4,14,FCFS
3,3,8,20,8,1,8,12,6,3,SJF
5,12,8,19,1,2,1,18,5,4,SRTF
0,3,8,9,0,8,6,3,6,14,SRTF
0,5,9,4,10,1,4,1,2,14,SRTF
0,11,7,1,0,17,2,9,3,20,SRTF
6,9,3,9,9,1,1,20,10,10,SRTF
4,7,6,8,9,17,4,19,0,18,FCFS
0,8,5,7,8,4,7,16,3,14,SJF
6,4,10,17,8,18,7,9,8,4,SJF
4,18,5,1,3,9,3,3,4,9,SJF
3,14,5,14,6,18,1,12,10,6,SJF
10,8,4,5,4,7,2,7,1,8,SJF
6,10,0,3,3,9,1,13,1,16,SJF
4,2,3,4,0,8,10,19,10,11,SRTF
9,15,4,6,4,12,10,16,2,7,SJF
4,5,8,9,7,7,9,19,5,8,SJF
4,18,6,20,0,13,1,13,8,15,SJF
5,1,8,14,9,8,3,12,8,13,SRTF
0,15,4,18,9,13,3,12,10,16,SJF
1,8,9,4,1,11,4,7,6,7,SJF
4,10,6,1,8,15,8,2,2,18,SRTF
7,17,8,2,0,16,0,7,8,20,SRTF
9,4,8,16,4,10,3,15,2,19,FCFS
9,17,7,1,7,1,0,9,2,10,SRTF
9,17,10,15,0,19,5,2,1,13,SRTF
2,14,6,5,9,9,1,10,6,5,SJF
3,1,9,10,3,9,9,19,6,6,SRTF
8,16,0,14,3,1,4,15,3,6,SRTF
0,12,2,18,10,11,0,11,2,20,SJF
9,19,5,2,0,14,9,4,1,2,SRTF
3,3,2,6,6,5,5,15,3,18,FCFS
7,14,1,19,5,15,2,7,7,14,SRTF
0,15,5,12,9,1,7,8,9,19,SRTF
6,17,5,19,10,5,5,2,3,14,SRTF
2,9,0,12,2,11,9,1,4,12,SRTF
0,6,4,4,7,16,7,9,3,5,SJF
5,1,5,6,4,12,6,18,7,2,SRTF
6,9,2,2,7,19,3,13,6,4,SRTF
7,19,4,3,4,4,5,17,4,5,SJF
6,1,7,4,2,15,4,14,5,18,FCFS
3,11,2,11,1,14,7,6,0,9,SJF
6,1,7,2,5,18,5,10,7,13,SRTF
10,7,6,14,2,13,1,1,9,16,SJF
8,17,9,3,4,1,4,6,2,2,SJF
9,4,1,14,10,16,5,3,10,3,SRTF
6,20,3,1,10,15,5,6,2,20,SRTF
10,9,10,6,2,11,10,2,9,19,SRTF
0,17,9,17,2,13,2,12,8,8,SRTF
4,15,5,9,4,16,5,4,7,1,SRTF
5,16,7,16,3,19,2,19,5,14,SRTF
10,19,7,11,8,5,1,2,2,9,SJF
6,15,0,7,6,3,0,18,0,18,SJF
9,13,5,15,9,2,4,8,4,4,SRTF
2,14,9,3,6,15,2,10,5,4,SRTF
4,10,0,11,2,15,1,15,9,10,SJF
10,9,6,7,3,17,9,6,5,6,SRTF
1,5,8,2,3,4,9,19,5,9,SJF
9,16,6,1,8,4,6,3,1,6,SJF
2,6,0,10,1,7,1,14,10,2,SRTF
6,19,6,7,10,14,3,10,10,17,SJF
6,10,6,18,0,14,9,18,8,7,SJF
4,13,7,18,2,4,4,4,8,11,SJF
9,4,0,16,3,3,3,3,3,2,SRTF
5,20,1,4,2,2,4,3,3,18,SRTF
9,2,6,18,5,17,3,3,7,14,SRTF
2,19,8,6,3,18,3,12,10,18,SRTF
8,5,9,14,6,14,9,3,9,12,SRTF
5,12,0,18,2,1,1,17,5,4,SRTF
3,9,6,17,7,14,7,20,6,18,FCFS
0,16,9,3,9,12,3,15,10,17,SRTF
0,9,9,5,4,19,5,17,10,8,SJF
3,9,0,1,3,20,6,9,7,13,SJF
6,16,4,20,5,12,10,2,4,2,SRTF
9,19,1,11,2,20,3,12,5,16,SJF
10,8,5,14,3,18,9,18,6,1,SRTF
5,14,0,17,5,17,7,4,3,4,SRTF
9,9,9,19,2,3,2,12,0,13,SRTF
0,18,7,12,8,3,2,14,3,12,SRTF
7,2,10,11,2,3,9,14,7,10,RR
2,14,8,3,3,6,6,4,10,20,SRTF
1,4,0,18,10,10,0,13,0,7,SRTF
0,5,5,11,7,7,6,4,1,20,SRTF
9,5,3,16,6,15,1,15,10,18,FCFS
5,20,4,9,6,16,1,3,5,15,SJF
7,10,10,1,3,17,5,9,5,7,SRTF
7,12,0,5,7,18,3,20,7,10,SRTF
1,20,9,2,8,15,1,12,10,15,SRTF
6,2,10,16,5,17,10,3,9,17,SRTF
10,4,8,5,3,14,7,6,10,14,FCFS
2,15,3,10,7,18,6,16,5,13,SRTF
6,5,10,18,2,4,10,4,5,3,SJF
8,8,4,15,4,6,4,17,1,6,SJF
6,13,8,20,8,4,5,16,3,17,SRTF
8,9,10,14,8,5,4,12,4,14,FCFS
3,9,9,15,4,8,8,14,5,1,SRTF
4,19,6,14,7,2,0,14,2,4,SRTF
7,14,3,13,1,13,1,14,0,11,SJF
6,17,2,20,9,9,6,11,3,20,SRTF
0,7,5,5,8,15,8,9,0,3,SJF
8,14,9,15,0,6,0,6,6,9,SJF
6,19,6,19,1,18,7,7,7,8,SRTF
8,10,1,13,7,10,4,8,9,20,SRTF
3,1,4,17,3,7,6,7,3,13,SJF
7,16,2,16,9,19,6,5,2,17,SRTF
5,2,9,13,4,14,4,4,6,15,SRTF
9,19,7,19,7,4,3,17,5,13,SRTF
4,19,9,2,5,19,4,11,5,18,SRTF
6,14,8,5,9,11,5,16,5,19,FCFS
5,14,9,16,3,20,3,8,6,20,SJF
6,20,4,7,8,7,2,9,10,13,SJF
5,17,1,10,0,13,0,3,7,3,SRTF
1,8,10,3,10,16,5,13,10,15,SRTF
7,10,3,5,3,15,2,12,2,19,SRTF
9,13,6,17,6,16,9,18,1,3,SJF
3,9,0,4,9,11,7,10,7,7,SJF
4,8,6,17,2,7,0,7,8,6,SJF
10,19,2,11,2,12,6,4,1,11,SRTF
9,3,5,7,0,6,2,8,6,11,SRTF
10,4,0,3,6,16,4,2,7,16,SRTF
6,6,6,10,3,14,5,15,4,20,FCFS
10,6,9,17,7,2,7,1,7,11,SJF
6,14,0,6,6,8,1,16,2,5,SJF
2,17,4,11,4,18,2,10,8,8,SJF
2,6,6,11,7,1,1,4,2,20,SRTF
3,8,9,7,8,11,4,12,7,12,FCFS
2,6,3,6,1,10,3,12,1,6,SJF
5,4,8,3,10,5,1,10,0,5,SJF
7,16,2,8,4,17,0,18,5,13,SRTF
1,20,4,7,3,20,10,19,7,8,SRTF
7,14,5,17,3,2,0,7,9,15,SRTF
7,4,9,10,1,8,8,12,0,18,SRTF
7,15,9,15,0,12,6,15,5,13,SJF
6,16,7,19,7,1,4,20,4,10,SRTF
4,6,6,15,9,11,1,6,3,13,SJF
3,12,0,7,3,13,10,13,8,17,SJF
0,12,9,2,4,2,8,11,1,6,SRTF
2,14,3,20,7,20,7,11,5,13,SJF
0,19,5,13,2,6,8,2,9,5,SRTF
9,17,4,15,1,9,6,20,7,1,SRTF
7,16,7,12,10,12,2,13,3,18,SJF
2,12,1,14,4,12,1,2,9,14,SJF
2,9,1,6,3,11,5,19,8,12,SJF
3,7,5,5,3,18,8,10,9,15,FCFS
9,16,10,1,9,19,9,15,9,1,SJF
6,7,4,12,6,11,2,13,7,9,FCFS
7,7,3,20,5,1,4,4,2,1,SRTF
6,5,10,1,8,13,8,17,0,1,SJF
2,13,3,8,7,7,0,17,3,7,SRTF
7,19,5,16,6,16,1,7,8,13,SJF
7,8,3,3,2,6,4,13,1,11,SRTF
4,17,9,5,0,9,9,17,10,15,SJF
0,10,1,11,0,14,2,5,4,1,SRTF
9,18,8,2,9,20,8,2,1,20,SRTF
6,18,9,14,6,20,5,5,8,17,SJF
9,16,2,7,7,4,5,12,5,11,SJF
3,12,8,9,6,19,2,10,3,1,SRTF
8,10,5,20,7,18,3,4,8,18,SRTF
9,11,9,6,0,10,6,18,4,4,SRTF
3,2,1,16,4,8,1,15,10,3,SRTF
9,20,7,16,3,7,6,8,7,19,SJF
6,1,6,15,0,16,7,8,1,1,SRTF
0,1,9,10,9,15,7,19,2,7,SJF
3,19,5,11,6,7,4,3,3,5,SRTF
1,12,8,12,4,18,6,12,3,5,SRTF
0,4,8,16,0,9,2,19,10,16,SJF
10,11,9,12,0,19,9,14,5,9,SRTF
8,17,3,7,4,11,1,20,5,4,SRTF
6,12,5,20,9,9,4,4,9,16,SRTF
2,10,4,20,9,5,5,14,1,13,SRTF
9,2,5,1,7,6,8,19,4,12,FCFS
8,4,10,17,0,15,10,9,6,18,SRTF
4,17,8,5,3,2,2,14,5,12,SRTF
8,3,10,14,1,15,10,3,8,14,SRTF
5,18,3,14,8,17,10,10,1,1,SJF
5,19,8,20,10,19,9,2,2,14,SRTF
3,18,4,1,1,7,9,6,8,12,SRTF
6,8,7,12,0,6,3,11,1,11,SJF
9,7,4,5,5,18,8,4,8,8,SJF
5,7,8,18,4,16,3,15,6,3,SRTF
0,5,3,14,9,11,10,1,9,11,SRTF
9,15,4,1,1,6,1,10,6,4,SRTF
6,6,8,9,8,1,0,11,10,10,SRTF
4,8,8,10,1,9,10,16,9,9,SJF
7,7,6,11,0,17,10,17,2,4,SRTF
5,6,7,19,8,2,0,7,2,1,SRTF
7,19,0,3,8,15,10,13,5,3,SJF
8,12,7,2,9,9,2,13,7,7,SRTF
6,9,4,8,2,11,7,6,5,7,SRTF
5,2,0,1,1,2,5,1,7,12,SJF
5,10,5,20,10,11,3,14,7,9,SRTF
8,8,1,1,4,13,4,14,4,3,RR
0,11,1,2,2,15,1,6,7,6,SRTF
1,3,3,1,5,2,6,20,8,14,SRTF
3,15,0,3,6,2,9,12,0,17,SRTF
0,14,10,11,1,3,2,10,4,11,SRTF
1,2,3,3,2,10,7,12,10,10,FCFS
5,6,1,16,2,20,4,15,4,10,SRTF
0,17,1,1,0,7,6,18,6,15,SRTF
9,5,7,5,2,14,1,17,1,6,SJF
2,8,8,15,1,13,8,10,4,16,SRTF
8,4,1,10,1,3,10,3,3,12,SRTF
1,12,10,13,2,9,6,17,3,11,SRTF
8,18,7,6,1,9,1,20,7,11,SJF
5,7,8,15,3,5,4,18,3,9,SJF
3,20,0,19,1,2,4,3,0,11,SRTF
8,14,7,8,5,17,10,19,2,13,SJF
6,8,10,1,0,20,6,5,10,19,SRTF
2,1,6,19,2,9,0,17,10,8,SRTF
7,9,2,18,6,8,2,8,8,5,SJF
0,15,2,12,10,17,4,4,5,2,SRTF
8,18,0,1,4,18,6,8,3,2,SRTF
6,17,0,16,8,19,9,19,4,2,SRTF
0,16,8,5,5,7,7,14,3,4,SRTF
5,9,7,5,5,14,1,13,7,5,SRTF
3,18,10,10,8,20,0,9,3,4,SRTF
1,1,3,4,7,4,0,4,0,8,SRTF
6,5,10,19,1,17,3,12,10,5,SRTF
5,6,6,4,0,14,9,6,2,17,FCFS
7,15,8,4,5,19,3,8,0,8,SJF
0,8,6,8,6,16,3,14,3,12,SJF
5,19,2,1,7,13,2,1,2,6,SJF
3,11,8,10,1,10,3,5,2,4,SRTF
7,18,10,1,3,6,6,3,4,10,SRTF
3,6,7,12,0,17,5,2,10,8,SRTF
10,3,7,12,5,8,1,10,10,10,SJF
1,9,2,14,0,3,2,5,6,8,SJF
3,1,5,20,4,7,5,19,1,10,SRTF
7,14,10,9,3,12,3,17,2,20,FCFS
7,11,3,6,7,16,2,13,6,19,SRTF
1,8,3,8,2,5,6,17,8,19,SRTF
5,2,4,3,4,5,1,8,6,2,FCFS
1,9,6,10,5,12,0,11,4,7,SRTF
6,5,0,4,0,6,0,7,6,1,SRTF
9,8,0,6,3,9,7,8,2,20,SJF
8,6,5,16,5,6,4,13,8,13,SRTF
10,17,7,17,0,6,2,10,6,18,SJF
2,3,8,7,0,7,9,11,5,9,SRTF
8,16,0,6,8,17,4,9,6,14,SJF
5,8,3,14,1,20,7,6,5,1,SRTF
5,5,1,10,5,15,2,14,6,4,SRTF
4,5,7,12,8,9,3,15,9,11,FCFS
9,5,6,18,5,9,0,13,4,8,SRTF
8,2,5,16,10,12,6,13,1,15,SRTF
6,4,7,3,5,5,4,2,7,18,FCFS
7,20,4,9,0,16,4,5,0,7,SJF
1,18,4,7,4,2,7,3,3,7,SRTF
2,2,6,3,9,17,8,12,7,16,FCFS
10,15,5,10,3,15,0,10,6,12,SJF
2,4,8,10,10,14,4,15,6,9,SJF
7,1,10,3,1,2,8,20,3,6,SRTF
3,1,8,4,8,15,3,10,10,1,SRTF
5,15,9,19,10,6,8,17,5,19,FCFS
5,17,1,1,7,6,4,19,2,12,SRTF
3,13,10,19,1,16,0,19,2,8,SRTF
7,8,5,16,0,14,9,20,4,7,SRTF
10,17,8,20,10,15,3,5,1,20,SRTF
4,20,7,20,3,3,8,12,8,18,SRTF
8,19,4,17,8,9,1,10,7,9,SJF
5,5,4,7,6,5,8,6,4,1,SJF
0,13,3,6,3,19,6,16,0,12,SRTF
1,13,8,4,10,15,7,9,6,10,SRTF
8,4,4,16,2,6,8,11,3,14,SJF
0,9,0,18,6,5,4,6,8,2,SJF
9,4,9,4,6,8,3,10,2,16,FCFS
8,3,3,1,8,20,5,20,9,11,SRTF
10,7,8,19,2,7,7,10,4,20,SRTF
7,19,1,20,2,16,1,14,3,8,SRTF
3,18,2,7,8,17,6,16,6,10,SJF
